Exp Date,Last,Change,Bid,Ask,Volume,Open Int,Strike,Last_put,Change_put,Bid_put,Ask_put,Volume_put,Open Int_put
Nov-15,170.83,0.00,170.37,171.37,2.00,12.00,405.00,0.43,-0.06,0.42,0.44,3.00,2843.00
Nov-15,166.79,0.00,165.43,166.42,2.00,5.00,410.00,0.44,-0.08,0.45,0.47,14.00,7200.00
Nov-15,158.09,0.00,160.49,161.48,2.00,21.00,415.00,0.50,-0.06,0.48,0.49,4.00,2848.00
Nov-15,156.15,4.25,155.55,156.53,30.00,14.00,420.00,0.45,-0.08,0.51,0.52,30.00,7653.00
Nov-15,148.22,0.00,150.61,151.59,3.00,81.00,425.00,0.48,-0.16,0.54,0.55,81.00,5106.00
Nov-15,143.25,0.00,145.68,146.65,2.00,30.00,430.00,0.53,-0.13,0.58,0.59,128.00,9120.00
Nov-15,138.81,0.00,140.74,141.71,1.00,157.00,435.00,0.60,-0.10,0.61,0.62,492.00,2955.00
Nov-15,132.73,0.00,135.81,136.77,3.00,102.00,440.00,0.63,-0.14,0.65,0.66,498.00,69162.00
Nov-15,130.18,0.00,130.88,131.84,1.00,132.00,445.00,0.67,-0.15,0.68,0.69,377.00,14839.00
Nov-15,123.88,3.29,125.95,126.91,18.00,388.00,450.00,0.67,-0.17,0.73,0.74,825.00,22427.00
Nov-15,118.45,-4.40,121.03,121.98,2.00,111.00,455.00,0.74,-0.18,0.77,0.78,1353.00,20875.00
Nov-15,116.36,4.09,116.11,117.06,1.00,136.00,460.00,0.75,-0.22,0.82,0.83,469.00,7283.00
Nov-15,109.03,0.00,111.20,112.14,3.00,88.00,465.00,0.82,-0.22,0.88,0.89,94.00,19587.00
Nov-15,101.54,0.00,106.30,107.23,1.00,602.00,470.00,0.87,-0.27,0.94,0.95,649.00,16463.00
Nov-15,96.44,0.00,101.40,102.31,2.00,353.00,475.00,0.97,-0.26,1.01,1.03,331.00,11574.00
Nov-15,90.62,0.00,96.52,97.44,1.00,377.00,480.00,1.04,-0.32,1.09,1.11,1065.00,47417.00
Nov-15,88.35,0.00,91.65,92.56,2.00,290.00,485.00,1.14,-0.34,1.19,1.20,496.00,32223.00
Nov-15,83.85,-2.50,86.79,87.70,2.00,644.00,490.00,1.30,-0.32,1.29,1.31,136.00,73631.00
Nov-15,80.60,3.74,81.95,82.85,1.00,607.00,495.00,1.35,-0.43,1.42,1.44,1928.00,26434.00
Nov-15,77.19,5.07,77.13,78.03,7.00,1299.00,500.00,1.57,-0.43,1.58,1.59,11729.00,89343.00
Nov-15,72.09,0.00,76.17,77.06,4.00,11.00,501.00,1.54,-0.53,1.60,1.62,226.00,2998.00
Nov-15,70.50,0.00,75.21,76.10,10.00,18.00,502.00,1.66,-0.41,1.64,1.65,4.00,1273.00
Nov-15,74.50,0.00,74.25,75.14,4.00,13.00,503.00,1.74,-0.40,1.67,1.69,25.00,1613.00
Nov-15,68.98,0.00,73.30,74.19,4.00,28.00,504.00,1.65,-0.57,1.71,1.73,34.00,728.00
Nov-15,72.33,4.68,72.34,73.23,6.00,1032.00,505.00,1.71,-0.54,1.74,1.76,682.00,32630.00
Nov-15,70.65,0.00,71.73,71.89,212.00,104.00,506.00,1.71,-0.69,1.78,1.80,35.00,1149.00
Nov-15,70.61,0.00,70.77,70.94,11.00,48.00,507.00,2.00,-0.38,1.82,1.84,71.00,1236.00
Nov-15,69.45,3.39,69.82,69.98,1.00,30.00,508.00,2.03,-0.42,1.86,1.88,21.00,1045.00
Nov-15,65.16,0.00,68.87,69.03,2.00,439.00,509.00,1.84,-0.61,1.91,1.92,335.00,700.00
Nov-15,65.12,2.70,67.92,68.08,137.00,1227.00,510.00,1.93,-0.57,1.95,1.97,10715.00,45200.00
Nov-15,61.52,0.00,66.97,67.13,4.00,61.00,511.00,1.98,-0.68,2.00,2.01,585.00,1331.00
Nov-15,64.59,0.11,66.02,66.18,2.00,22.00,512.00,2.26,-0.47,2.04,2.06,126.00,1319.00
Nov-15,60.06,0.00,65.07,65.23,1.00,7.00,513.00,2.12,-0.63,2.09,2.11,433.00,2336.00
Nov-15,61.97,0.00,64.13,64.29,1.00,6.00,514.00,2.18,-0.66,2.14,2.16,310.00,1708.00
Nov-15,59.91,1.49,63.18,63.34,138.00,1178.00,515.00,2.14,-0.72,2.19,2.21,10887.00,58232.00
Nov-15,61.46,0.00,62.24,62.40,2.00,5.00,516.00,2.19,-0.81,2.24,2.26,287.00,1800.00
Nov-15,60.47,0.00,61.30,61.46,1.00,8.00,517.00,2.27,-0.73,2.30,2.32,84.00,2763.00
Nov-15,56.71,-3.54,60.36,60.52,132.00,54.00,518.00,2.36,-0.83,2.35,2.37,236.00,1291.00
Nov-15,58.03,0.99,59.43,59.58,1.00,15.00,519.00,2.35,-0.89,2.41,2.43,277.00,1375.00
Nov-15,58.34,5.33,58.49,58.65,4.00,6091.00,520.00,2.44,-0.77,2.47,2.48,3198.00,73091.00
Nov-15,51.87,0.00,57.56,57.71,1.00,27.00,521.00,2.48,-0.81,2.53,2.55,303.00,2002.00
Nov-15,51.77,0.00,56.63,56.78,2.00,30.00,522.00,2.58,-0.93,2.60,2.62,94.00,1719.00
Nov-15,54.78,0.00,55.70,55.85,2.00,30.00,523.00,2.58,-1.06,2.66,2.68,1372.00,2898.00
Nov-15,50.29,0.00,54.77,54.93,1.00,89.00,524.00,2.67,-1.00,2.73,2.75,221.00,1212.00
Nov-15,53.25,3.36,53.85,54.00,5.00,2851.00,525.00,2.73,-0.93,2.80,2.82,12154.00,55430.00
Nov-15,48.01,0.00,52.93,53.08,1.00,328.00,526.00,2.85,-0.90,2.87,2.90,133.00,3111.00
Nov-15,48.98,0.00,52.01,52.16,20.00,1053.00,527.00,2.93,-0.92,2.95,2.97,561.00,2261.00
Nov-15,46.43,0.00,51.09,51.24,1.00,556.00,528.00,2.95,-1.08,3.03,3.05,184.00,3439.00
Nov-15,48.28,0.00,50.18,50.32,16.00,1219.00,529.00,3.09,-1.12,3.11,3.13,371.00,2679.00
Nov-15,49.15,4.70,49.26,49.41,62.00,2965.00,530.00,3.22,-0.96,3.19,3.21,3899.00,37309.00
Nov-15,43.94,0.00,48.34,48.50,2.00,783.00,531.00,3.33,-0.95,3.28,3.30,94.00,3898.00
Nov-15,43.75,0.00,47.45,47.59,12.00,1250.00,532.00,3.26,-1.33,3.37,3.39,167.00,1362.00
Nov-15,44.91,3.57,46.53,46.69,1.00,916.00,533.00,3.38,-1.36,3.46,3.48,187.00,16737.00
Nov-15,40.66,0.00,45.64,45.79,2.00,789.00,534.00,3.53,-1.33,3.55,3.58,167.00,5903.00
Nov-15,44.19,3.82,44.75,44.89,5.00,1945.00,535.00,3.63,-1.16,3.65,3.68,837.00,25897.00
Nov-15,39.48,0.00,43.85,43.99,1.00,952.00,536.00,3.63,-1.30,3.75,3.78,245.00,2336.00
Nov-15,38.19,0.00,42.96,43.10,12.00,4041.00,537.00,3.83,-1.16,3.86,3.89,298.00,14136.00
Nov-15,40.57,-0.18,42.06,42.21,2.00,1026.00,538.00,3.99,-1.18,3.97,3.99,380.00,7156.00
Nov-15,39.34,0.00,41.19,41.33,1.00,1178.00,539.00,4.05,-1.26,4.08,4.10,233.00,2097.00
Nov-15,39.61,4.07,40.31,40.45,20.00,4109.00,540.00,4.20,-1.27,4.19,4.22,5500.00,63732.00
Nov-15,38.96,2.19,39.43,39.57,3.00,841.00,541.00,4.31,-1.30,4.31,4.34,5887.00,20598.00
Nov-15,36.92,2.72,38.56,38.69,3.00,1453.00,542.00,4.40,-1.52,4.43,4.46,190.00,12057.00
Nov-15,37.52,2.60,37.69,37.82,3.00,1024.00,543.00,4.53,-1.40,4.56,4.59,486.00,3043.00
Nov-15,35.67,3.66,36.83,36.96,3.00,1043.00,544.00,4.66,-1.49,4.69,4.72,326.00,11974.00
Nov-15,35.98,3.28,35.97,36.10,24.00,4844.00,545.00,4.82,-1.45,4.83,4.86,1275.00,20270.00
Nov-15,33.81,2.45,35.11,35.24,7.00,1392.00,546.00,4.96,-1.63,4.97,5.00,194.00,11399.00
Nov-15,31.49,2.10,34.26,34.38,5.00,1581.00,547.00,5.09,-1.55,5.11,5.14,334.00,2188.00
Nov-15,33.39,4.33,33.41,33.53,4.00,1141.00,548.00,5.25,-1.56,5.26,5.29,774.00,3284.00
Nov-15,30.02,1.20,32.57,32.69,7.00,1132.00,549.00,5.41,-1.64,5.41,5.44,599.00,2160.00
Nov-15,31.77,3.65,31.73,31.85,207.00,3205.00,550.00,5.57,-1.63,5.57,5.60,17623.00,44163.00
Nov-15,29.80,3.08,30.89,31.01,1.00,1060.00,551.00,5.65,-1.88,5.73,5.77,226.00,4222.00
Nov-15,30.07,4.53,30.07,30.18,35.00,1586.00,552.00,5.89,-1.72,5.90,5.94,194.00,2834.00
Nov-15,28.00,3.18,29.24,29.36,8.00,1875.00,553.00,6.05,-1.99,6.08,6.11,196.00,2791.00
Nov-15,27.97,3.62,28.42,28.54,27.00,1546.00,554.00,6.24,-1.76,6.25,6.29,71.00,1517.00
Nov-15,27.63,3.63,27.61,27.72,213.00,8084.00,555.00,6.42,-1.83,6.44,6.48,1576.00,32993.00
Nov-15,26.41,3.21,26.81,26.91,33.00,1024.00,556.00,6.53,-1.93,6.63,6.67,159.00,1908.00
Nov-15,26.03,4.10,26.01,26.11,27.00,1139.00,557.00,6.76,-1.95,6.83,6.87,193.00,3387.00
Nov-15,24.94,3.74,25.21,25.31,24.00,2054.00,558.00,7.01,-2.02,7.03,7.07,195.00,3820.00
Nov-15,24.42,3.11,24.42,24.52,28.00,1644.00,559.00,7.26,-1.99,7.24,7.28,302.00,3812.00
Nov-15,23.53,2.54,23.64,23.74,300.00,4680.00,560.00,7.49,-2.02,7.46,7.50,3343.00,68218.00
Nov-15,22.50,2.93,22.86,22.96,27.00,2330.00,561.00,7.54,-2.29,7.68,7.73,375.00,3854.00
Nov-15,21.06,1.55,22.10,22.19,39.00,2076.00,562.00,7.95,-2.12,7.92,7.96,840.00,3140.00
Nov-15,21.31,2.68,21.33,21.42,51.00,4252.00,563.00,8.20,-2.17,8.16,8.20,729.00,2839.00
Nov-15,19.17,1.95,20.58,20.67,78.00,1391.00,564.00,8.35,-2.35,8.40,8.45,298.00,5275.00
Nov-15,19.85,2.47,19.84,19.92,265.00,4821.00,565.00,8.63,-2.35,8.66,8.71,4208.00,12199.00
Nov-15,18.55,1.74,19.10,19.18,92.00,1873.00,566.00,8.94,-2.36,8.93,8.97,397.00,3538.00
Nov-15,18.10,2.18,18.37,18.45,82.00,1914.00,567.00,9.14,-2.49,9.20,9.25,562.00,1840.00
Nov-15,17.36,1.93,17.66,17.73,256.00,4135.00,568.00,9.35,-2.59,9.49,9.54,1533.00,2604.00
Nov-15,17.07,2.46,16.95,17.02,478.00,2575.00,569.00,9.70,-2.57,9.78,9.83,1477.00,3197.00
Nov-15,16.23,2.29,16.25,16.31,1546.00,7643.00,570.00,10.11,-2.54,10.09,10.14,6299.00,16063.00
Nov-15,15.45,2.04,15.57,15.62,803.00,4483.00,571.00,10.40,-2.84,10.41,10.46,632.00,2344.00
Nov-15,14.94,2.15,14.89,14.95,809.00,3478.00,572.00,10.80,-2.74,10.74,10.80,713.00,62528.00
Nov-15,14.35,2.17,14.23,14.28,289.00,4587.00,573.00,11.08,-3.32,11.08,11.14,519.00,2282.00
Nov-15,13.44,1.86,13.57,13.63,1253.00,4735.00,574.00,11.36,-2.90,11.44,11.50,98.00,4024.00
Nov-15,12.93,2.02,12.94,12.99,1957.00,7990.00,575.00,11.79,-3.31,11.81,11.87,446.00,5114.00
Nov-15,12.18,2.08,12.31,12.37,625.00,5927.00,576.00,12.37,-2.89,12.20,12.26,142.00,2310.00
Nov-15,11.67,2.15,11.70,11.76,606.00,3422.00,577.00,14.16,-1.94,12.60,12.67,16.00,1114.00
Nov-15,11.05,1.83,11.11,11.16,300.00,2705.00,578.00,14.53,-2.67,13.02,13.09,33.00,776.00
Nov-15,10.44,1.72,10.53,10.58,278.00,1713.00,579.00,13.80,-2.89,13.45,13.53,33.00,131.00
Nov-15,9.99,1.75,9.97,10.01,3442.00,46187.00,580.00,13.83,-4.21,13.90,14.05,151.00,958.00
Nov-15,9.39,1.66,9.42,9.46,221.00,1504.00,581.00,14.40,-3.58,14.16,14.58,10.00,761.00
Nov-15,8.85,1.63,8.89,8.93,284.00,1534.00,582.00,18.00,0.00,14.64,15.09,3.00,85.00
Nov-15,8.25,1.40,8.37,8.42,389.00,1671.00,583.00,15.35,-4.31,15.15,15.70,10.00,102.00
Nov-15,7.78,1.35,7.87,7.92,254.00,1601.00,584.00,18.80,-0.96,15.67,16.10,20.00,52.00
Nov-15,7.38,1.44,7.39,7.43,982.00,16049.00,585.00,16.43,-4.18,16.32,16.65,178.00,214.00
Nov-15,6.85,1.26,6.93,6.97,324.00,1511.00,586.00,18.37,-3.20,16.77,17.22,2.00,16.00
Nov-15,6.44,1.29,6.49,6.53,307.00,1674.00,587.00,20.85,-1.98,17.36,17.95,2.00,26.00
Nov-15,5.90,1.41,6.06,6.10,335.00,1250.00,588.00,18.32,-4.32,17.97,18.57,10.00,1094.00
Nov-15,5.71,1.19,5.65,5.69,266.00,1571.00,589.00,19.00,-4.44,18.70,19.02,5.00,1713.00
Nov-15,5.30,1.18,5.27,5.30,1292.00,11731.00,590.00,19.49,-3.75,19.08,19.88,196.00,4136.00
Nov-15,4.89,1.06,4.89,4.93,370.00,2558.00,591.00,19.99,-4.90,19.76,20.56,227.00,2015.00
Nov-15,4.56,1.00,4.55,4.58,883.00,2478.00,592.00,22.00,-3.52,20.45,21.27,405.00,2573.00
Nov-15,4.14,0.89,4.21,4.24,350.00,1226.00,593.00,22.94,-2.88,21.18,22.01,97.00,1654.00
Nov-15,3.91,0.89,3.89,3.93,377.00,1197.00,594.00,24.17,-3.74,21.93,22.77,179.00,1356.00
Nov-15,3.60,0.83,3.60,3.63,512.00,6052.00,595.00,23.99,-4.71,23.00,23.54,90.00,1411.00
Nov-15,3.29,0.79,3.31,3.35,149.00,1526.00,596.00,25.74,-3.26,23.49,24.35,92.00,474.00
Nov-15,3.05,0.76,3.05,3.08,311.00,5818.00,597.00,26.52,0.00,24.31,25.17,2.00,115.00
Nov-15,2.81,0.72,2.80,2.83,428.00,2404.00,598.00,32.00,0.00,25.15,26.02,199.00,138.00
Nov-15,2.56,0.64,2.57,2.60,196.00,1961.00,599.00,29.64,0.00,26.02,26.89,1.00,10.00
Nov-15,2.38,0.63,2.36,2.38,2867.00,14249.00,600.00,27.40,-5.40,26.90,27.78,28.00,173.00
Nov-15,2.15,0.52,2.15,2.18,195.00,1520.00,601.00,32.41,0.00,27.81,28.69,1.00,0.00
Nov-15,1.94,0.47,1.97,1.99,259.00,1682.00,602.00,32.38,0.00,28.73,29.62,2.00,0.00
Nov-15,1.47,0.38,1.48,1.51,1157.00,10920.00,605.00,34.17,-2.29,31.61,32.51,6.00,0.00
Nov-15,0.90,0.25,0.91,0.93,796.00,6994.00,610.00,37.50,-4.49,36.60,37.50,6.00,5.00
Nov-15,0.56,0.18,0.55,0.56,227.00,4576.00,615.00,45.64,-2.12,41.60,42.50,4.00,0.00
Nov-15,0.33,0.08,0.33,0.34,145.00,11116.00,620.00,53.52,0.00,46.60,47.51,4.00,0.00
Nov-15,0.22,0.07,0.21,0.22,28.00,2663.00,625.00,52.40,-5.11,51.60,52.51,2.00,2.00
Nov-15,0.15,0.03,0.14,0.15,41.00,1589.00,630.00,57.42,-4.16,56.60,57.51,5.00,0.00
Nov-15,0.10,0.01,0.10,0.11,121.00,1919.00,635.00,68.70,0.00,61.60,62.51,104.00,0.00
Nov-15,0.06,0.00,0.07,0.08,2.00,2107.00,640.00,72.91,0.00,66.59,67.51,104.00,0.00
Nov-15,0.05,-0.01,0.05,0.07,10.00,5443.00,645.00,--,--,--,--,--,--
Nov-15,0.05,0.00,0.04,0.05,19.00,3940.00,650.00,81.00,0.00,76.59,77.51,2.00,0.00
Nov-15,0.04,0.00,0.03,0.05,7.00,943.00,655.00,87.92,0.00,81.59,82.51,4.00,0.00
Nov-15,0.04,0.00,0.03,0.04,24.00,703.00,660.00,90.22,-2.70,86.59,87.51,1.00,0.00
Nov-15,0.04,0.02,0.02,0.04,1.00,775.00,665.00,98.61,0.00,91.59,92.52,2.00,0.00
Nov-15,0.02,0.00,0.02,0.03,2.00,1037.00,670.00,--,--,--,--,--,--
Nov-15,0.02,0.00,0.02,0.03,2.00,521.00,675.00,--,--,--,--,--,--
Nov-15,0.02,0.01,0.01,0.03,2005.00,1612.00,680.00,107.04,-6.15,106.59,107.52,86.00,0.00
